"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_004: register deal for an existing prospect - conflict raised.

Deal protection: when a SECOND partner registers a deal for a prospect that a
FIRST partner already registered (same prospect identity — name + email), the
second deal is still accepted (201) but flagged for the deal-conflict queue:
``conflictStatus`` becomes ""flagged"" and ``conflictingDealIds`` includes the
first deal. (Same partner re-registering the same prospect is a hard 400
duplicate instead — a separate behavior, not this TC.)
","0","test_partner_api_deal_registration_pipeline_004","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_008: internal deal approve - approved + rate/rate-table version stamped.

Approving a registered deal (POST /v1/sa/deals/{id}/approve) flips status
registered → approved and stamps the reviewer (reviewedAt + reviewedBy).

GAP this test surfaces: the plan also expects the commission ``rate`` + rate
``rateTableVersion`` to be stamped, but neither appears in the deal API
response after approve (no rate field; no commission is created at approve
either). Step [3/3] asserts they are present and therefore FAILS until the BE
exposes them — confirm with BE whether the rate is stamped internally
(not serialized), stamped at a different stage (e.g. deal win), or unimplemented.
","0","test_partner_api_deal_registration_pipeline_008","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_TERRITORIES_013: list territories invalid filter/pagination - rejected (4xx, never 5xx).

Negative counterpart of _002. Out-of-enum exclusivityType, invalid country,
oversized limit, page=0, and a malformed partnerId must all be rejected with 4xx
+ a clear message (this endpoint validates strictly). All cases run.
","0","test_partner_api_territories_013","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_territories","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_004: partner application decline - mandatory reason is audit logged.

Security check on declining a partner. The plan calls this ""PATCH decline"";
the BE currently exposes no dedicated decline endpoint, so the closest real
action — POST ``/sa-partners-api/v1/sa/partners/{id}/deactivate`` (the only
partner action that carries a ``reason``) — is exercised here.

This test encodes the TC's *intent* (decline succeeds, the reason is audit
logged, and the reason is MANDATORY). The BE now enforces a mandatory,
non-empty reason — declining with an absent, empty, or whitespace-only reason
is rejected with 400 (verified 2026-06-22; previously accepted with 201). Any
step that fails now is a real BE regression.
","0","test_partner_api_partner_account_management_004","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_TERRITORIES_012: exclusive territory conflict - a 2nd partner can't take a held exclusive country.

Duplicate/conflict counterpart of _001 (assign). When one partner holds an
EXCLUSIVE territory for a country, a DIFFERENT partner registering an exclusive
territory for the same country is rejected (4xx ""Exclusive territory conflict"")
and no territory is created. (Same-partner overlap is allowed by design.)
","0","test_partner_api_territories_012","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_territories","",""
"PARTNER_API_AUTH_ACCESS_CONTROL_008: logout - the refresh token is invalidated.

After logout, the previously valid refresh token can no longer mint a new access
token (401) — the session is invalidated.
","0","test_partner_api_auth_access_control_008","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_auth_access_control","",""
"PARTNER_API_AUTH_ACCESS_CONTROL_009: change password - new credentials work, old fail.

With a valid session, a wrong currentPassword is rejected; the correct
currentPassword updates the password (204); afterwards the NEW password logs in
and the OLD password is rejected (401).
","0","test_partner_api_auth_access_control_009","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_auth_access_control","",""
"PARTNER_API_CERTIFICATIONS_SA_003: SA lists a partner team's certifications - well-formed, filterable, scoped.

Contract on ``GET /sa-partners-api/v1/sa/partners/{partnerId}/certifications``:
returns HTTP 200 with the envelope ``{statusCode, data[], total, message}``; the
granted cert appears with the right schema (certificationType/status/userId +
earnedAt/expiresAt); the list is scoped to the partner; and a ``status=active``
filter returns only active certs.
","0","test_partner_api_certifications_sa_003","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_certifications","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_010: deal approved event - published (CRM sync is downstream).

Approving a deal emits a ``partner.deal.approved`` event (recorded in the SA
audit log with the before/after status). That event is the trigger the CRM
integration consumes to update the CRM owner + stage.

Scope: this asserts the API-observable signal — the deal-approved event is
published. The actual CRM owner/stage update happens in a downstream service
(connectors / CRM Integration) and is out of scope here (covered by the CRM
Integration TCs).
","0","test_partner_api_deal_registration_pipeline_010","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_CERTIFICATIONS_SA_002: SA revokes a partner certification - cert becomes 'revoked'.

Contract on ``DELETE /sa-partners-api/v1/sa/partner-users/{userId}/certifications/{type}``
(body ``{reason}`` required): revoking an active certification returns HTTP 200
and the cert transitions to ``status='revoked'`` (soft-revoke — the record
remains, with the revoked status, visible in the partner's cert list).

Note (TC↔BE): the plan says ""certification removed and partner notified"", but the
BE soft-revokes (status='revoked', record kept). Confirm with BE.
","0","test_partner_api_certifications_sa_002","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_certifications","",""
"PARTNER_API_TERRITORIES_011: assign territory invalid/missing fields - rejected with 400.

Negative counterpart of _001. Each invalid/incomplete payload must be rejected
with 4xx + a descriptive message. The ghost partnerId is self-proving (the
endpoint returns ""Partner ... not found""). All cases run (failures collected).
","0","test_partner_api_territories_011","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_territories","",""
"PARTNER_API_PARTNER_PORTAL_003: partner gets its own certifications - active certs listed.

SA grants a cert to the partner user; GET /partner/portal/certifications lists the
partner's own certs with the right schema (certificationType/status/earnedAt). GET
→ no idempotency. Negative (invalid filter) is covered by _013.
","0","test_partner_api_partner_portal_003","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_portal","",""
"PARTNER_API_TERRITORIES_014: get territory with invalid id - rejected (4xx, never 5xx).

Negative counterpart of _003. A ghost id and a malformed id are rejected with 4xx
+ a clear message (self-proving).
","0","test_partner_api_territories_014","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_territories","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_012: create with invalid/missing fields - 400 + field errors.

Negative counterpart of _002 (create).

Negative contract check on ``POST /sa-partners-api/v1/sa/partners``: every
invalid or incomplete payload (missing name/email/type, malformed email,
empty name, out-of-enum type) must be rejected with HTTP 400, return a
field-level error message naming the offending field, and create NO record.
All cases run every time (failures are collected, not short-circuited) so one
broken rule never hides the others. No cleanup needed — nothing is persisted.
","0","test_partner_api_partner_account_management_012","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_PARTNER_USERS_001: SA lists portal users for a partner - users with roles, no secret leak.

Contract on ``GET /sa-partners-api/v1/sa/partner-users?partnerId=``: returns HTTP
200 with the envelope ``{statusCode, data[], total, message}``; the invited user
appears carrying role + status; the list is scoped to the partner; and no
sensitive field (password/tempPassword) is exposed.
","0","test_partner_api_partner_users_001","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_users","",""
"PARTNER_API_PARTNER_USERS_012: invite partner-user invalid/missing fields - rejected with 400.

Negative counterpart of _002. Each invalid/incomplete payload must be rejected
with 4xx + a descriptive message. The ghost partnerId is self-proving (the
endpoint returns ""Partner ... not found""). All cases run (failures collected).
","0","test_partner_api_partner_users_012","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_users","",""
"PARTNER_API_AUDIT_LOG_007: get audit entry with invalid id - rejected (4xx, never 5xx).

Negative counterpart of _004. A non-existent (ghost) id returns 404 ('not
found') and a malformed id returns 400 ('Invalid id') — self-proving, no real
entry needed. All cases run (failures collected) so one gap never hides others.
","0","test_partner_api_audit_log_007","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_audit_logs","",""
"PARTNER_API_TERRITORIES_001: SA assigns a territory to a partner - saved with fields + effective dates.

Contract on ``POST /sa-partners-api/v1/sa/territories``: a valid assignment
(partnerId + label + countries + exclusivity + effective dates) returns HTTP 201,
persists a server-assigned id, echoes the submitted fields (incl. the effective
dates), and is retrievable via GET by id.
","0","test_partner_api_territories_001","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_territories","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_020: SA retrieves a single deal by id - full record returned.

GET /v1/sa/deals/{id} returns the full deal record (id matches, required fields
present, status 'registered', protection window + conflictStatus).
","0","test_partner_api_deal_registration_pipeline_020","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_CERTIFICATIONS_SA_004: SA lists certifications expiring soon - expiringWithinDays filter.

Contract on ``GET /sa-partners-api/v1/sa/certifications?expiringWithinDays=N``:
returns HTTP 200 with the envelope ``{statusCode, data[], total, message}``;
every returned cert expires within the requested window; and the window is
bounded 1..365 (the max, 365, is accepted).

Note (confirm BE): the SA-wide list returns total=0 on staging even when active
certs exist (they are visible via the per-partner list, _003) — a possible
scoping/index difference. The filter SEMANTIC is asserted on whatever is
returned; the empty case is logged, not failed.
","0","test_partner_api_certifications_sa_004","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_certifications","",""
"PARTNER_API_PARTNER_PORTAL_001: partner gets its own account profile - details returned.

GET /partner/portal/profile (partner JWT) returns the partner's own account
(code/email/name/tier/status) with no sensitive field leaked. No params → no
invalid-input negative; 401 auth belongs to Auth & Access Control. GET → no
idempotency TC.
","0","test_partner_api_partner_portal_001","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_portal","",""
"PARTNER_API_DEAL_APPROVAL_QUEUE_001: SA rejects a registered deal - rejection persisted.

POST /v1/sa/deals/{id}/reject (body ReviewDealDto{reviewNotes}) flips a
``registered`` deal to ``rejected``; the status persists via a follow-up GET.
","0","test_partner_api_deal_approval_queue_001","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_TERRITORIES_002: SA lists territories with filters - paginated, scoped, filterable.

Contract on ``GET /sa-partners-api/v1/sa/territories``: returns 200 with the
envelope; the assigned territory appears scoped to its partner with the right
schema; and the exclusivityType filter returns only matching rows.
","0","test_partner_api_territories_002","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_territories","",""
"PARTNER_API_PARTNER_PORTAL_006: partner gets its own tier commission rates - tier rates returned.

GET /partner/portal/rates returns the tier-specific commission rates as a list.
No params → no invalid-input negative; GET → no idempotency.
","0","test_partner_api_partner_portal_006","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_portal","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_009: resolve conflict - decision and reasoning are immutable.

Resolving a flagged deal conflict (POST /v1/sa/deals/{id}/resolve-conflict)
stamps the SA ``decision`` + ``reasoning`` (under ``conflictResolution``) and
locks them: a second resolve is rejected (deal no longer FLAGGED), so the
decision/reasoning cannot be changed — and a re-read confirms they are intact.
","0","test_partner_api_deal_registration_pipeline_009","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_013: approve invalid/illegal-state - rejected with a clear error.

Negative counterpart of _003 (approve). Approving a non-existent id, a
malformed id, or a partner that is not pending must be rejected (4xx) with a
descriptive message — never silently succeed.
","0","test_partner_api_partner_account_management_013","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_014: deactivate invalid id - rejected; repeat is idempotent.

Negative counterpart of _004 (deactivate). A non-existent or malformed id must
be rejected (4xx) with a clear message. Deactivating an already-suspended
partner is observed (currently a no-op 201 — idempotent) and logged, not failed.
","0","test_partner_api_partner_account_management_014","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_TERRITORIES_004: SA removes a territory assignment - removed and no longer retrievable.

Contract on ``DELETE /sa-partners-api/v1/sa/territories/{id}``: removing a
territory returns HTTP 200 and the territory is no longer retrievable (GET by id
→ 4xx not-found).
","0","test_partner_api_territories_004","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_territories","",""
"PARTNER_API_CERTIFICATIONS_SA_013: list partner certifications invalid filter/pagination - graceful, never 5xx.

Negative counterpart of _003. Out-of-enum filters, oversized limit, and a
malformed partnerId are rejected with 4xx; a ghost (valid-but-nonexistent)
partnerId returns 200 empty; page=0 is leniently defaulted (200). Never 5xx.
","0","test_partner_api_certifications_sa_013","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_certifications","",""
"PARTNER_API_PARTNER_PORTAL_005: partner gets its own assigned territories - territory list returned.

SA assigns a territory to the partner; GET /partner/portal/territories returns it
scoped to the partner. No params → no invalid-input negative; GET → no idempotency.
","0","test_partner_api_partner_portal_005","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_portal","",""
"PARTNER_API_PARTNER_USERS_014: reset password with invalid id - rejected (4xx, never 5xx).

Negative counterpart of _003. A non-existent (ghost) userId and a malformed id
must be rejected with 4xx + a clear message — self-proving (the endpoint returns
""not found"" / ""Invalid id""). All cases run (failures collected).
","0","test_partner_api_partner_users_014","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_users","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_020: grant certification invalid input - rejected with a clear error.

Negative counterpart of _010. Granting a certification must reject invalid
input with 4xx + a descriptive message: an out-of-enum certificationType, a
missing certificationType, a non-existent userId, and a malformed userId.
","0","test_partner_api_partner_account_management_020","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_010: certification earned - granted, listed, and event published.

Granting a certification to a partner user (POST /v1/sa/partner-users/{userId}/
certifications) must create an active certification (with earnedAt/expiresAt),
surface it in the partner's certification list, AND emit a
``partner.certification.granted`` event — the ""certification earned"" signal
that triggers downstream tier-qualification re-evaluation. The re-evaluation
itself is a downstream consumer/job and is out of scope here.
","0","test_partner_api_partner_account_management_010","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_CERTIFICATIONS_SA_014: list SA certifications invalid filter/pagination - rejected (4xx, never 5xx).

Negative counterpart of _004. Out-of-enum status/certificationType, an
out-of-range ``expiringWithinDays`` (must be 1..365), oversized limit, and page=0
must all be rejected with 4xx + a clear message. All cases run (failures
collected).
","0","test_partner_api_certifications_sa_014","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_certifications","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_029: resolve-conflict invalid input - rejected with a clear error.

Negative counterpart of _009 (resolve conflict). Invalid input must be rejected
(4xx) with a descriptive message: out-of-enum decision, missing decision,
missing reasoning, a non-existent id, a malformed id, and resolving a deal that
is not in a FLAGGED conflict state.
","0","test_partner_api_deal_registration_pipeline_029","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_AUTH_ACCESS_CONTROL_007: valid refresh token - a new access token is issued.

Refreshing with a valid refreshToken returns a new accessToken (without re-login)
that authorizes requests; an invalid refresh token is rejected (401).
","0","test_partner_api_auth_access_control_007","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_auth_access_control","",""
"PARTNER_API_PARTNER_PORTAL_012: get own deal with invalid id - rejected (4xx, never 5xx).

Negative counterpart of _002. A ghost id and a malformed id are rejected with 4xx.
","0","test_partner_api_partner_portal_012","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_portal","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_015: change tier with invalid input - rejected with a clear error.

Negative counterpart of _005 (tier change). The upgrade-tier endpoint must
reject invalid input with 4xx + a descriptive message and emit no event:
out-of-enum tier, missing tier (required), a non-existent id, and a malformed
id. BE validates tier well, so all cases are expected to pass.
","0","test_partner_api_partner_account_management_015","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_AUDIT_LOG_001: SA lists audit log entries - paginated, filterable, well-formed.

Read-only contract on ``GET /sa-partners-api/v1/sa/audit-logs``: returns HTTP
200 with the envelope ``{statusCode, data[], total, message}``, honours
pagination (page size never exceeds the requested limit), each entry carries the
required audit fields with the right types (id/action/category/severity/createdAt
plus actor/resource objects), leaks no sensitive field, and a ``category`` filter
returns only matching entries.
","0","test_partner_api_audit_log_001","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_audit_logs","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_031: get deal by invalid id - rejected (4xx, never 5xx).

Negative counterpart of _020. A ghost id and a malformed id are rejected with 4xx
+ a clear message (self-proving). GET → no idempotency concern.
","0","test_partner_api_deal_registration_pipeline_031","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_022: re-grant same certification - must not duplicate (idempotent or 409).

Idempotency / duplicate counterpart of _010 (certification earned). Granting the
SAME certificationType to the SAME user a second time must NOT create a second
active cert of that type — it should be idempotent (renew the existing record)
or rejected (409).

GAP this test surfaces (verified 2026-06-22): the API returns 201 and creates a
SECOND cert record (the user ends up with two active 'sales_certified' certs).
Step [3/3] asserts a single cert of that type and therefore FAILS until the BE
de-dupes — confirm with BE whether re-grant should renew or reject.
","0","test_partner_api_partner_account_management_022","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_016: extend deal protection (SA manual action) - window pushed out + reasoning recorded.

SA manually extends a registered deal's protection window via
POST /v1/sa/deals/{id}/extend-protection (body ``addedDays`` + ``reasoning``,
both required). The deal's ``protectionExpiresAt`` moves later, HTTP 201 / body
statusCode 200, and the deal stays ``registered``. Persistence is confirmed via
a follow-up GET.

Note: the plan frames this as ""request queued for SA"", but the implemented
endpoint is a DIRECT SA extension (applied immediately) — there is no separate
partner-initiated ""request → queue"" endpoint in the spec. Confirm with BE if a
queued partner-request flow is expected separately.
","0","test_partner_api_deal_registration_pipeline_016","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_PIPELINE_MANAGEMENT_011: deals list invalid filter/pagination - graceful, never 5xx.

Negative counterpart of _001/_002. An out-of-enum status and oversized limit must
be handled gracefully (4xx where validated, never 5xx).
","0","test_partner_api_pipeline_management_011","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_pipeline_management","",""
"PARTNER_API_AUDIT_LOG_006: export with invalid format/filter - rejected (4xx, never 5xx).

Negative counterpart of _003. An out-of-enum ``format`` or filter
(severity/category/actorType/retentionClass) and a bad-format date must be
rejected with 4xx (never 5xx) + a clear message. All cases run (failures
collected) so one gap never hides others.
","0","test_partner_api_audit_log_006","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_audit_logs","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_028: approve invalid/illegal-state deal - rejected with a clear error.

Negative counterpart of _008 (approve). Approving a non-existent id, a
malformed id, or a deal that is not in an approvable state (already approved)
must be rejected (4xx) with a descriptive message — never silently succeed.
","0","test_partner_api_deal_registration_pipeline_028","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_AUTH_ACCESS_CONTROL_003: cross-partner access - a partner cannot read another's deal.

Partner A registers a deal; partner B (a separate session) requests A's deal by id
via the partner portal and is refused (4xx) — A's deal is never exposed to B. This
is the rule-5 cross-entity (tenant-isolation) auth case.
","0","test_partner_api_auth_access_control_003","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_auth_access_control","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_002: POST create internal partner - a pending account is created.

CRUD (create) contract check on ``POST /sa-partners-api/v1/sa/partners``:
creating a partner with the required fields (name/email/type) returns HTTP
201, persists the record with a server-assigned id + ``code``, and the new
account starts in ``status = ""pending""`` (awaiting SA activation). The
created partner is registered for cleanup (DELETE) so the test is repeatable
and leaves no residue on staging — pass OR fail.
","0","test_partner_api_partner_account_management_002","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_PARTNER_PORTAL_013: own certifications with invalid filter - rejected (4xx, never 5xx).

Negative counterpart of _003. Out-of-enum status / certificationType and oversized
limit must be rejected with 4xx (never 5xx). All cases run (failures collected).
","0","test_partner_api_partner_portal_013","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_portal","",""
"PARTNER_API_DEAL_APPROVAL_QUEUE_011: reject invalid/illegal-state deal - rejected (4xx).

Negative counterpart of _001. A ghost id, a malformed id, and re-rejecting an
already-rejected deal must all be rejected with 4xx + a clear message.
","0","test_partner_api_deal_approval_queue_011","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_PARTNER_USERS_002: SA invites a partner-portal user - user created with role + hand-off credential.

Contract on ``POST /sa-partners-api/v1/sa/partner-users``: a valid invite
(partnerId + email + firstName + lastName + role) returns HTTP 201, persists the
user with a server-assigned userId, echoes the submitted fields, and the user is
retrievable in the partner's list.

Note (TC↔BE): the plan describes an ""email sent + PENDING user"" model, but the BE
creates an ACTIVE user and returns a ``tempPassword`` for SA hand-off — a
different onboarding model. This test asserts the BE's actual contract; confirm
with BE which model is intended.
","0","test_partner_api_partner_users_002","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_users","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_005: tier changed event - published so portal/analytics can refresh.

Changing a partner's tier via POST /v1/sa/partners/{id}/upgrade-tier must
update the stored ``tier`` AND emit a ``partner.tier.changed`` event recording
the before/after tiers — the signal downstream consumers (partner portal, SA
analytics) subscribe to in order to refresh. This test asserts the
API-observable evidence: the tier transition + the audit-logged event. The
actual portal/analytics refresh is a downstream Kafka consumer concern and is
out of scope here.
","0","test_partner_api_partner_account_management_005","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_021: register deal invalid/missing fields - rejected with 400.

Negative counterpart of _001 (register). Each invalid or incomplete payload
must be rejected with 4xx + a descriptive message and create no deal. All
cases run (failures collected) so one gap never hides the others.

Known gap this test surfaces: a non-existent ``planId`` is currently accepted
(HTTP 201) — the API does not validate planId against the plan catalog — so
that case fails until the BE adds the check (confirm with BE). Any deal
accidentally created is removed via the parent-partner cleanup.
","0","test_partner_api_deal_registration_pipeline_021","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
